course_name,category,software,certificate,teacher,course_level,course_rating,hours_per_week,course_link,price
Основы 3D моделирования в Blender,Blender,"Blender, Blender, Blender, Blender",No,Полина Знаткова,,4.6,2-3 часа в неделю,https://stepik.org/course/72370?search=7139766360,0
3Д Графика Блендер. Моделирование и Анимация. Трактор лоу-поли.,Blender,,No,Виталий Август,Начальный уровень,5,10,https://stepik.org/course/187423?search=7139766347,200
Создание игрового оружия (АК-47) в Blender и Substance painter.,Blender,"Blender, Blender, Substance Painter, Blender, Blender",No,Илья Хлынин,Начальный уровень,5,4-8,https://stepik.org/course/193474?search=7139766346,5000
3D-моделирование в blender,Blender,,No,Лысенков Александр,,4.5,"Кратко, сложно.",https://stepik.org/course/66666?search=7139766362,0
Моделирование в Blender 3D v2.8 для начинающих,Blender,"Blender, Blender, Blender, Blender",No,Anonymous 137560740,,4.7,Время прохождения курса: - теория 36 ч; - практика 36 ч.,https://stepik.org/course/69499?search=7139766359,0
Blender: базовый курс для начинающих,Blender,"Blender, Blender, Blender, Blender",No,No instructor found,Начальный уровень,3.4,4-5 часов в неделю,https://stepik.org/course/123687?search=7139766363,0
Создание оружия в Blender и Substance Painter,Blender,"Blender, Blender, Substance Painter, Blender, Blender",No,Илья Хлынин,Средний уровень,4.8,5,https://stepik.org/course/172045?search=7139766351,5000
Базовый курс. Быстрый старт в Blender 3d.,Blender,,No,Инна Таликина,,,,https://stepik.org/course/105769?search=7139766352,2500
Blender low-poly Truck. Моделирование,Blender,,No,Виталий Август,Начальный уровень,5,,https://stepik.org/course/203543?search=7139766353,0
3D-моделирование в Blender и аддитивные технологии,Blender,"Unity, Blender, Blender, Blender, Blender",No,Владимир Макушев,Начальный уровень,4.9,1 час в неделю,https://stepik.org/course/121699?search=7139766356,0
3Д Графика Блендер: Виллис. Blender_3D: Willys MB.,Blender,,No,Виталий Август,Начальный уровень,5,20 часов в неделю,https://stepik.org/course/132724?search=7139766345,200
Создание персонажей в Blender с нуля.,Blender,,No,Илья Хлынин,Начальный уровень,5,,https://stepik.org/course/113656?search=7139766348,5000
Первые 15 шагов в Blender 2.80,Blender,,No,Игорь Ткаченко,,5,,https://stepik.org/course/53227?search=7139766355,0
VR-разработчик на Unity,Blender,"Unity, Blender, Blender, Blender, Blender",Сертификат Stepik,Владимир Макушев,Начальный уровень,5,,https://stepik.org/course/197118?search=7139766349,5000
Курс по 3d-моделированию в Blender 4,Blender,"Blender, Blender, Blender, Blender",No,Андрей Пестряков,Начальный уровень,5,4-5 часов в неделю,https://stepik.org/course/226780?search=7139766350,5890
3D-моделирование в Blender: базовый курс,Blender,,No,Тамара Щедренко,Начальный уровень,5,2 часа в неделю,https://stepik.org/course/214163?search=7139766354,0
3Д Графика Блендер. Моделирование и Анимация. Трактор лоу-поли.,Компьютерная графика,,No,Виталий Август,Начальный уровень,5,10,https://stepik.org/course/187423?search=7139774367,200
Zbrush для начинающих,Компьютерная графика,"ZBrush, ZBrush, ZBrush",No,Илья Хлынин,Начальный уровень,5,,https://stepik.org/course/113675?search=7139774364,5000
Создание оружия в Blender и Substance Painter,Компьютерная графика,"Blender, Blender, Substance Painter, Blender, Blender",No,Илья Хлынин,Средний уровень,4.8,5,https://stepik.org/course/172045?search=7139774378,5000
